Date,name,Low,Average7_Low,Max7_Low,Min7_Low,Varp7_Low,Average30_Low,Max30_Low,Min30_Low,Varp30_Low,Open,Average7_Open,Max7_Open,Min7_Open,Varp7_Open,Average30_Open,Max30_Open,Min30_Open,Varp30_Open,Volume,Average7_Volume,Max7_Volume,Min7_Volume,Varp7_Volume,Average30_Volume,Max30_Volume,Min30_Volume,Varp30_Volume,High,Average7_High,Max7_High,Min7_High,Varp7_High,Average30_High,Max30_High,Min30_High,Varp30_High,Close,Average7_Close,Max7_Close,Min7_Close,Varp7_Close,Average30_Close,Max30_Close,Min30_Close,Varp30_Close,Adjusted Close,Average7_Adjusted Close,Max7_Adjusted Close,Min7_Adjusted Close,Varp7_Adjusted Close,Average30_Adjusted Close,Max30_Adjusted Close,Min30_Adjusted Close,Varp30_Adjusted Close,Close_today,Daily_increase,Confirmed,Average7_Confirmed,Max7_Confirmed,Min7_Confirmed,Varp7_Confirmed,Average30_Confirmed,Max30_Confirmed,Min30_Confirmed,Varp30_Confirmed,Confirmed_increase,Average7_Confirmed_increase,Max7_Confirmed_increase,Min7_Confirmed_increase,Varp7_Confirmed_increase,Average30_Confirmed_increase,Max30_Confirmed_increase,Min30_Confirmed_increase,Varp30_Confirmed_increase,Deaths_increase,Average7_Deaths_increase,Max7_Deaths_increase,Min7_Deaths_increase,Varp7_Deaths_increase,Average30_Deaths_increase,Max30_Deaths_increase,Min30_Deaths_increase,Varp30_Deaths_increase,Deaths,Average7_Deaths,Max7_Deaths,Min7_Deaths,Varp7_Deaths,Average30_Deaths,Max30_Deaths,Min30_Deaths,Varp30_Deaths,Incident_Rate,Average7_Incident_Rate,Max7_Incident_Rate,Min7_Incident_Rate,Varp7_Incident_Rate,Average30_Incident_Rate,Max30_Incident_Rate,Min30_Incident_Rate,Varp30_Incident_Rate,Total_Test_Results,Average7_Total_Test_Results,Max7_Total_Test_Results,Min7_Total_Test_Results,Varp7_Total_Test_Results,Average30_Total_Test_Results,Max30_Total_Test_Results,Min30_Total_Test_Results,Varp30_Total_Test_Results,Case_Fatality_Ratio,Average7_Case_Fatality_Ratio,Max7_Case_Fatality_Ratio,Min7_Case_Fatality_Ratio,Varp7_Case_Fatality_Ratio,Average30_Case_Fatality_Ratio,Max30_Case_Fatality_Ratio,Min30_Case_Fatality_Ratio,Varp30_Case_Fatality_Ratio,Testing_Rate,Average7_Testing_Rate,Max7_Testing_Rate,Min7_Testing_Rate,Varp7_Testing_Rate,Average30_Testing_Rate,Max30_Testing_Rate,Min30_Testing_Rate,Varp30_Testing_Rate
2021/9/17,AMZN,2.242886242,2.244566041,2.201203096,2.278268516,-0.091036276,2.186451122,2.125821687,2.219537104,1.183997624,2.238143513,2.240185424,2.200487558,2.280585714,-0.064095156,2.174785199,2.108692226,2.199196756,1.072386969,-0.384919744,-0.684641501,-0.583547513,-0.709475256,-0.292049328,-0.728352134,-0.771858242,-0.70172505,-0.480122179,2.214812247,2.22637424,2.195413147,2.282383816,-0.136869612,2.165041201,2.102862484,2.174104663,1.087966549,2.242558117,2.231600254,2.174768176,2.287921316,-0.249647291,2.17635374,2.12109539,2.191513516,1.114214662,2.242402868,2.24126362,2.207753081,2.289958245,-0.094520403,2.176291316,2.123191978,2.194330987,1.065686333,2.218244259,-0.737333729,1.46008742,1.443752346,1.46008742,1.431782506,1.343091534,1.398185944,1.46008742,1.336321245,1.064335147,1.676018985,1.094564951,1.823016086,-0.351569592,2.696855902,1.299561593,1.570147156,-0.088198016,2.920194669,1.028476368,0.947930662,1.474636636,-0.537203099,2.466896373,0.507098136,0.979355477,-0.723592114,1.654154704,1.318796628,1.299947375,1.318796628,1.290235442,1.355676371,1.274535307,1.318796628,1.258536704,0.158499799,1.455091194,1.434215441,1.455111262,1.416948496,2.22048398,1.380650392,1.455111262,1.315804196,1.335417274,1.47601811,1.468288792,1.4759841,1.464650732,1.632968215,1.454200817,1.4759841,1.441677488,1.06909243,-0.801729349,-0.804600063,-0.787840149,-0.814068049,-0.158192267,-0.812948665,-0.764120982,-0.827372612,-0.397130312,1.449487939,1.44061835,1.448901561,1.439170788,1.399334028,1.428594924,1.448901561,1.421689847,0.802978833
2021/9/20,AMZN,2.116253801,2.222953055,2.186514329,2.192514984,0.809166731,2.185754636,2.125821687,2.219537104,1.191177776,2.159571567,2.224359443,2.180409424,2.239918932,0.120530307,2.175387083,2.108692226,2.199196756,1.074610053,-0.378404523,-0.645726284,-0.579355415,-0.709475256,-0.282829798,-0.718407635,-0.768833858,-0.70172505,-0.477429255,2.148841637,2.210587149,2.161226975,2.225002301,0.00611544,2.166291751,2.102862484,2.174104663,1.087076999,2.220654829,2.215947669,2.174768176,2.2054814,0.390342512,2.176663541,2.12109539,2.191513516,1.111807572,2.220519012,2.2335908,2.176768118,2.289958245,-0.249259296,2.178773064,2.123191978,2.194330987,1.105093437,2.127371677,-3.084171048,1.481123204,1.474813709,1.481123204,1.463431179,0.54790213,1.430815016,1.481123204,1.361756722,1.024406308,1.585809756,0.93911124,1.184727975,-0.341656462,1.891661717,1.200934322,1.570147156,-0.088198016,3.115273635,0.922056106,0.997386866,1.474636636,-0.526676396,2.351324919,0.496163151,0.979355477,-0.723592114,1.816164835,1.335995541,1.329112351,1.335995541,1.311689622,0.77852587,1.297696471,1.335995541,1.26909464,0.275013741,1.481097266,1.470820934,1.481118024,1.454319833,1.006698667,1.41586836,1.481118024,1.338328544,1.37052899,1.495707177,1.495776456,1.49567288,1.491013506,0.960223511,1.479548247,1.49567288,1.462000594,1.154816222,-0.807848513,-0.808698999,-0.793604706,-0.820379807,-0.158224424,-0.820407885,-0.770221237,-0.834052025,-0.398958111,1.465108385,1.467381878,1.464518269,1.463470667,0.603156457,1.452605117,1.464518269,1.440298046,0.90464696
2021/9/21,AMZN,2.139820851,2.206861949,2.17744532,2.192514984,1.034512158,2.185867815,2.125821687,2.219537104,1.190574637,2.141716221,2.208916968,2.169270583,2.221561184,0.363632368,2.17628131,2.108692226,2.199196756,1.069930694,-0.612729102,-0.637990741,-0.579355415,-0.709475256,-0.284268944,-0.715313975,-0.768833858,-0.70172505,-0.477921232,2.115776325,2.195078355,2.15259402,2.191050276,0.495708305,2.166997844,2.102862484,2.174104663,1.079620041,2.129711759,2.200653346,2.174768176,2.194899847,0.944960967,2.176715174,2.12109539,2.191513516,1.11128152,2.129656623,2.217944246,2.176768118,2.207536026,0.39110338,2.179082531,2.123191978,2.194330987,1.102700293,2.117075145,-0.360580174,1.489772111,1.48452427,1.489772111,1.475704407,0.387968458,1.441946845,1.489772111,1.379177416,0.984477469,0.431633194,0.883072532,1.184727975,-0.341656462,1.909795026,1.249332666,1.570147156,-0.088198016,2.855245101,0.919044212,1.070042525,1.474636636,-0.526676396,2.380352108,0.588852223,0.979355477,-0.472162867,1.628146209,1.34728172,1.339179079,1.34728172,1.325067505,0.453974635,1.305895693,1.34728172,1.275793102,0.303624056,1.492403029,1.482553484,1.492424088,1.469731975,0.815372168,1.42809898,1.492424088,1.357620173,1.35318298,1.510737874,1.504814658,1.510703357,1.498865174,1.044316599,1.488272868,1.510703357,1.466683736,1.179308734,-0.806008934,-0.809709124,-0.793744789,-0.820379807,-0.158235441,-0.822801877,-0.77543639,-0.834052025,-0.399775768,1.484295444,1.476454309,1.483700736,1.471817841,0.819752939,1.461014379,1.483700736,1.442651244,0.94132335
2021/9/22,AMZN,2.147275022,2.194912254,2.17744532,2.192514984,1.10181822,2.186625244,2.125821687,2.219537104,1.185713772,2.121310113,2.192869406,2.169270583,2.200580901,0.663132077,2.176453277,2.108692226,2.199196756,1.06836337,-0.658583848,-0.64113605,-0.579355415,-0.709475256,-0.283594345,-0.715319843,-0.768833858,-0.70172505,-0.477921232,2.123600972,2.181947746,2.152141387,2.191050276,0.68871274,2.16787408,2.102862484,2.174104663,1.071792552,2.11940724,2.191253266,2.174768176,2.194899847,1.032147259,2.178419079,2.12109539,2.191513516,1.0973433,2.119361246,2.202652205,2.176768118,2.196956662,0.946041095,2.179133002,2.123191978,2.194330987,1.102178318,2.148066748,1.089240355,1.499218877,1.493837907,1.499218877,1.486806904,0.32329589,1.452824295,1.499218877,1.390645612,0.954530839,0.591903251,0.791573891,1.184727975,-0.341656462,1.78105171,1.189392283,1.570147156,-0.088198016,2.711906332,1.430062262,1.084249943,1.474636636,-0.526676396,2.432045979,0.651147201,0.979355477,-0.472162867,1.751531648,1.36104085,1.349300658,1.36104085,1.341837239,0.416442115,1.314329179,1.36104085,1.282670512,0.340043682,1.504130596,1.493770425,1.504151967,1.484191462,0.801526572,1.440092434,1.504151967,1.369055874,1.351948392,1.517736471,1.513736193,1.517701853,1.510218007,0.918176967,1.497079937,1.517701853,1.480516066,1.179308734,-0.804378421,-0.810469138,-0.795394315,-0.820379807,-0.158301542,-0.82493327,-0.776172867,-0.834052025,-0.400493019,1.491763655,1.485406446,1.491167159,1.481472895,0.889718414,1.469598143,1.491167159,1.457035902,0.951143485
2021/9/23,AMZN,2.18084401,2.187811461,2.17744532,2.192514984,0.919097296,2.189594014,2.125821687,2.219537104,1.165320523,2.146010048,2.181244938,2.169270583,2.200580901,0.57713395,2.177846207,2.108692226,2.199196756,1.058787008,-0.66255503,-0.632304837,-0.579355415,-0.615437286,-0.286472637,-0.718096165,-0.768833858,-0.70172505,-0.477662297,2.157221505,2.17498186,2.152141387,2.191050276,0.602407933,2.170460251,2.102862484,2.174104663,1.055207155,2.150422883,2.187107677,2.174768176,2.194899847,0.977082459,2.181973184,2.12109539,2.191513516,1.069017613,2.150349372,2.19325673,2.176768118,2.196956662,1.033279083,2.180835783,2.123191978,2.194330987,1.088327714,2.178658224,1.063592269,1.508196088,1.502854293,1.508196088,1.501717629,0.316476156,1.463627426,1.508196088,1.403065503,0.92458421,0.497581227,0.723051779,1.184727975,-0.341656462,1.718428616,1.17187999,1.570147156,-0.088198016,2.72301541,1.837671944,1.045943866,1.282698939,-0.526676396,2.183287408,0.729328043,0.979355477,-0.472162867,1.971694444,1.37677251,1.359274349,1.37677251,1.35365526,0.887350643,1.323056668,1.37677251,1.2898768,0.388020416,1.516509706,1.504700912,1.516531406,1.499119954,0.972651338,1.45212899,1.516531406,1.381869586,1.350274637,1.525611154,1.522167557,1.525576421,1.519541428,0.918176967,1.505698332,1.525576421,1.487929234,1.203801246,-0.804714891,-0.811026257,-0.796304722,-0.820379807,-0.158340249,-0.827045523,-0.778455433,-0.834052025,-0.401329876,1.500382278,1.494216611,1.49978372,1.492165113,0.990937496,1.477999558,1.49978372,1.46410228,0.983270464
2021/9/24,AMZN,2.192334806,2.186750224,2.17744532,2.192514984,0.89885922,2.193180915,2.125821687,2.219537104,1.139167919,2.164681605,2.176310504,2.169270583,2.200580901,0.520854982,2.181061986,2.108692226,2.199196756,1.023606311,-0.695218005,-0.649095118,-0.579355415,-0.671371283,-0.283279531,-0.719063821,-0.768833858,-0.70172505,-0.477429255,2.157473953,2.168218373,2.152141387,2.191050276,0.465719239,2.173718486,2.102862484,2.174104663,1.018847334,2.181038087,2.180983123,2.174768176,2.194899847,0.74908065,2.185467049,2.12109539,2.191513516,1.048611699,2.180937416,2.189114527,2.176768118,2.196956662,0.978182848,2.184389041,2.123191978,2.194330987,1.060181232,2.186759249,0.27868911,1.520855411,1.511557815,1.520855411,1.505785057,0.612883087,1.474449248,1.520855411,1.416564585,0.90461979,1.237225248,0.650930678,1.10846004,-0.341656462,1.347589836,1.176284174,1.570147156,-0.088198016,2.730673876,1.050563592,1.049900362,1.282698939,-0.526676396,2.191119001,0.770829328,0.979355477,-0.472162867,2.004680987,1.388695146,1.369263315,1.388695146,1.358038424,1.51402814,1.331940225,1.388695146,1.300613684,0.439810632,1.529963686,1.51543216,1.529985744,1.503891155,1.400313688,1.464199734,1.529985744,1.395705921,1.353777563,1.53488496,1.530598356,1.534850092,1.529409517,1.023293327,1.514386289,1.534850092,1.495972165,1.216047502,-0.804834225,-0.811462078,-0.797186204,-0.820379807,-0.158369131,-0.829069211,-0.781505663,-0.834052025,-0.402181526,1.510211386,1.502910308,1.509610476,1.501746055,1.280821542,1.48650011,1.509610476,1.471532079,1.015833033
2021/9/27,AMZN,2.146035601,2.173618502,2.17744532,2.192514984,0.602529293,2.194826363,2.125821687,2.219537104,1.11357182,2.138740331,2.16553827,2.169270583,2.200580901,0.370270274,2.182945022,2.108692226,2.199196756,0.996489771,-0.506797812,-0.628121736,-0.579355415,-0.671371283,-0.283526885,-0.711329917,-0.768833858,-0.70172505,-0.477662297,2.145955845,2.158941771,2.152141387,2.191050276,0.218898512,2.176823593,2.102862484,2.174104663,0.969431707,2.189145396,2.170934761,2.15337504,2.194899847,0.31582634,2.188676931,2.12109539,2.191513516,1.009899734,2.189037533,2.182990155,2.176768118,2.196956662,0.750048221,2.18788867,2.123191978,2.194330987,1.039905512,2.169978614,-0.575678171,1.539653777,1.537104452,1.539653777,1.531536285,0.172285551,1.505203379,1.539653777,1.441869417,0.804797692,1.345619625,0.577059546,0.905389846,-0.454068007,1.319939655,1.048822241,1.570147156,-0.242503373,2.85995403,0.933099718,1.050619725,1.282698939,-0.164557816,2.136656965,0.727046334,0.979355477,-0.472162867,2.180051206,1.405913493,1.399103849,1.405913493,1.382145827,0.723342888,1.357741265,1.405913493,1.313231942,0.543459709,1.554406833,1.548581881,1.554429541,1.536643977,0.743383595,1.499297855,1.554429541,1.419902244,1.324382896,1.551876199,1.555426326,1.551841083,1.554432088,0.428334728,1.540117469,1.551841083,1.520041729,1.216047502,-0.807236287,-0.812490727,-0.79875694,-0.820735814,-0.158380743,-0.83467086,-0.787699999,-0.834428769,-0.404352639,1.527012753,1.529467491,1.526407822,1.527134863,0.498419106,1.51162272,1.526407822,1.495451739,1.087945935
2021/9/28,AMZN,2.103420194,2.153644824,2.128036884,2.179333694,0.204879993,2.19711606,2.125821687,2.219537104,1.02634673,2.127015287,2.149627065,2.097557034,2.200580901,-0.203466632,2.185086008,2.108692226,2.199196756,0.951233825,-0.407977421,-0.631829848,-0.579355415,-0.671371283,-0.285078464,-0.705897065,-0.768833858,-0.70172505,-0.475953326,2.10693367,2.14349201,2.096055985,2.181970484,-0.095199088,2.178780236,2.102862484,2.174104663,0.919856696,2.172351745,2.153081432,2.122599534,2.170702197,0.293361558,2.189167449,2.12109539,2.191513516,0.996719436,2.17225878,2.172946539,2.155379708,2.196956662,0.316541614,2.191096043,2.123191978,2.194330987,1.001437738,2.093529529,-2.63785562,1.547472935,1.545368678,1.547472935,1.541025684,0.114661891,1.51564684,1.547472935,1.460895614,0.744904432,0.264957493,0.549664362,0.905389846,-0.454068007,1.321894816,1.08712939,1.570147156,-0.242503373,2.672181108,0.722267124,1.01537094,1.282698939,-0.164557816,2.103831943,0.807078375,0.979355477,-0.37210429,1.928543701,1.416247416,1.408959509,1.416247416,1.395907602,0.392852969,1.366761139,1.416247416,1.321758576,0.560083554,1.565768066,1.55909707,1.565791076,1.548438237,0.625961697,1.511330335,1.565791076,1.441489987,1.279636624,1.570593273,1.563998703,1.570557885,1.561465134,0.813060606,1.548955981,1.570557885,1.525780495,1.216047502,-0.802406378,-0.811985049,-0.79693144,-0.820735814,-0.158345013,-0.836243697,-0.794248232,-0.834428769,-0.405196835,1.543094806,1.537885719,1.542486026,1.534637884,0.633291379,1.520201436,1.542486026,1.498808236,1.108686933
2021/9/29,AMZN,2.110108186,2.152764774,2.128036884,2.179333694,0.23961387,2.199214223,2.125821687,2.219537104,0.95307467,2.09674635,2.140635999,2.097557034,2.175325885,-0.101098823,2.18636716,2.108692226,2.199196756,0.914737368,-0.639857241,-0.6738764,-0.598383548,-0.671371283,-0.292701441,-0.709933931,-0.768833858,-0.70172505,-0.475953326,2.091881911,2.135337033,2.096055985,2.16651497,0.025642396,2.180787922,2.102862484,2.174104663,0.855595266,2.095843361,2.146428018,2.122599534,2.157724491,0.597405644,2.190862748,2.12109539,2.191513516,0.929509332,2.095818271,2.1550912,2.124610966,2.17276428,0.294066697,2.191582755,2.123191978,2.194330987,0.988341488,2.08090162,-0.44752784,1.556266732,1.553539383,1.556266732,1.550043408,0.111168082,1.525761032,1.556266732,1.473400259,0.704975593,0.46073803,0.528105759,0.905389846,-0.454068007,1.301053563,1.009542187,1.570147156,-0.242503373,2.394077904,1.155979889,0.966274418,1.282698939,-0.164557816,1.93229066,0.841347071,0.979355477,-0.37210429,1.978325584,1.428680189,1.418625623,1.428680189,1.411642287,0.33355414,1.375909881,1.428680189,1.328737551,0.58250793,1.576810571,1.569514072,1.576833874,1.560887745,0.581280107,1.523026992,1.576833874,1.453643513,1.256257335,1.577631179,1.57257671,1.577595689,1.569378576,1.002270055,1.557843574,1.577595689,1.539921737,1.203801246,-0.804123555,-0.811949275,-0.79693144,-0.820735814,-0.158342929,-0.83760599,-0.794784658,-0.834428769,-0.405749848,1.550299667,1.546266244,1.549689163,1.543296681,0.640265011,1.528912778,1.549689163,1.51466248,1.103400104
2021/9/30,AMZN,2.089553527,2.145569074,2.128036884,2.165091535,0.475985713,2.201355916,2.125821687,2.219537104,0.857108729,2.091551204,2.133451669,2.097557034,2.169984654,0.008668082,2.188490949,2.108692226,2.199196756,0.838298885,-0.605096986,-0.672649012,-0.598383548,-0.671371283,-0.292746414,-0.709747637,-0.768833858,-0.70172505,-0.475953326,2.072152166,2.129087976,2.096055985,2.146256064,0.264986468,2.182880679,2.102862484,2.174104663,0.770360631,2.083205656,2.139288392,2.122599534,2.143662394,0.966938603,2.193263705,2.12109539,2.191513516,0.809346164,2.083191778,2.148438108,2.124610966,2.159789499,0.598286193,2.193279514,2.123191978,2.194330987,0.921556238,2.067218338,-0.487109752,1.564156444,1.56155433,1.564156444,1.562759862,0.128262456,1.535730071,1.564156444,1.488185515,0.665046754,0.279130158,0.492200662,0.905389846,-0.454068007,1.287474938,0.97533895,1.570147156,-0.242503373,2.389679626,1.346733189,0.878332296,0.842053242,-0.164557816,1.467430673,0.89757184,0.979355477,-0.37210429,2.031887087,1.442036068,1.427952222,1.442036068,1.423567215,0.662931306,1.38527006,1.442036068,1.338570023,0.609182926,1.587880557,1.57974344,1.587904154,1.574418237,0.643326741,1.534698848,1.587904154,1.470554956,1.23259778,1.585797252,1.581196449,1.585761642,1.57869803,1.107386415,1.566542181,1.585761642,1.548261828,1.216047502,-0.804387615,-0.811903336,-0.79693144,-0.820735814,-0.158341143,-0.838954942,-0.801200943,-0.834428769,-0.406345229,1.559294137,1.554700578,1.558681481,1.553171604,0.698477683,1.53740612,1.558681481,1.52239931,1.127193223
2021/10/1,AMZN,2.074017069,2.1350775,2.128036884,2.149134306,0.76037295,2.203488904,2.125821687,2.219537104,0.746379873,2.068602843,2.125900877,2.097557034,2.146390577,0.246151249,2.191208024,2.108692226,2.208221981,0.70412805,-0.605940862,-0.664183022,-0.598383548,-0.671371283,-0.293600907,-0.71437957,-0.768833858,-0.70172505,-0.476522983,2.056435497,2.119474042,2.096055985,2.130118052,0.586825422,2.185041493,2.102862484,2.174104663,0.666843235,2.069511761,2.127491377,2.122599534,2.142105769,1.238606847,2.196008885,2.12109539,2.202686231,0.662631107,2.069510031,2.141300137,2.124610966,2.145730356,0.968033942,2.195683538,2.123191978,2.194330987,0.802154234,2.065703629,-0.054185915,1.575448333,1.569373425,1.575448333,1.566166071,0.370867411,1.545593776,1.575448333,1.501054209,0.635100124,0.962542089,0.447053135,0.905389846,-0.454068007,1.094794513,0.950518515,1.570147156,-0.242503373,2.312331126,0.673072852,0.810712177,0.842053242,-0.164557816,1.338886469,0.89950914,0.979355477,-0.37210429,2.033122339,1.452131926,1.437017763,1.452131926,1.427080549,1.118226463,1.394637524,1.452131926,1.352847177,0.638378777,1.599961068,1.589775954,1.599984987,1.581383663,0.897408125,1.546223717,1.599984987,1.484090431,1.222222119,1.595385703,1.589861251,1.595349953,1.589170951,1.317619135,1.575290511,1.595349953,1.559296454,1.228293758,-0.805130135,-0.811944872,-0.79693144,-0.820735814,-0.158342036,-0.840067831,-0.803743893,-0.834428769,-0.406705228,1.570021219,1.563263474,1.569405995,1.563926549,0.981454289,1.546006839,1.569405995,1.532144847,1.156703445
2021/10/4,AMZN,2.005424488,2.109952943,2.128036884,2.078683801,1.433798297,2.203506316,2.125821687,2.219991909,0.745416094,2.060423295,2.113645756,2.097557034,2.137980981,0.380697761,2.193374805,2.108692226,2.2155796,0.59551915,-0.396523042,-0.621400034,-0.59101344,-0.671371283,-0.289103576,-0.708600533,-0.768833858,-0.70172505,-0.474555077,2.031884801,2.101528032,2.096055985,2.104908889,0.786004715,2.187091714,2.102862484,2.239395585,0.549306923,2.067995877,2.099922357,2.122599534,2.060356715,2.03217282,2.195716295,2.12109539,2.193372583,0.682386339,2.067995492,2.129508255,2.124610966,2.14417404,1.239856072,2.198422839,2.123191978,2.205502972,0.656368026,1.986157191,-2.847169603,1.59211522,1.592296606,1.59211522,1.589497509,-0.016979818,1.573439993,1.59211522,1.525907822,0.535278026,1.119071938,0.376679711,0.713853739,-0.574175822,1.073736134,0.813446731,1.570147156,-0.423318648,2.406297891,0.580708096,0.730323366,0.842053242,-0.271930186,1.344298302,0.795153214,0.979355477,-0.37210429,2.119798463,1.467178546,1.463806133,1.467178546,1.45112478,0.351109235,1.421363152,1.467178546,1.367104986,0.684178749,1.621198865,1.617936045,1.621223349,1.610426232,0.333904652,1.579251936,1.621223349,1.508563742,1.141010218,1.61160283,1.615479749,1.611566845,1.614582106,0.398902148,1.600818535,1.611566845,1.583372004,1.240540014,-0.807606917,-0.811562829,-0.79693144,-0.820130606,-0.158367047,-0.842985017,-0.80837717,-0.834428769,-0.407501378,1.584810691,1.588041614,1.584191928,1.5862083,0.404874367,1.571044601,1.584191928,1.554699175,1.21382822
2021/10/5,AMZN,2.027984535,2.086424555,2.082784376,2.078683801,0.900589464,2.203288664,2.125821687,2.219991909,0.757895475,1.996747824,2.089604242,2.072233187,2.072513755,0.764026614,2.193159847,2.108692226,2.208799228,0.60857076,-0.552131341,-0.598388987,-0.59101344,-0.576568259,-0.294050641,-0.708595154,-0.768833858,-0.70172505,-0.474555077,2.015680286,2.081220705,2.084789526,2.088269805,0.735560078,2.186513228,2.102862484,2.221973817,0.577378813,1.988387737,2.074997642,2.106197021,2.060356715,1.461413864,2.194425458,2.12109539,2.193372583,0.748093642,1.988457977,2.101947989,2.124610966,2.062442568,2.03388333,2.198131158,2.123191978,2.196189966,0.675997989,2.012723708,0.978749968,1.598897388,1.599661896,1.598897388,1.598330992,-0.070384772,1.582853947,1.598897388,1.531410785,0.485366977,0.056652276,0.342442209,0.713853739,-0.574175822,1.078026204,0.844541666,1.570147156,-0.423318648,2.26708481,0.43513321,0.678888914,0.842053242,-0.271930186,1.291207285,0.858093958,0.979355477,-0.37210429,1.879961045,1.476122952,1.472362747,1.476122952,1.463559943,0.091571753,1.430574872,1.476122952,1.369939137,0.674410499,1.630478987,1.627210866,1.630503717,1.621531534,0.265753926,1.590560402,1.630503717,1.514446494,1.085534678,1.629327148,1.623891504,1.629290904,1.621654654,0.712148901,1.609559221,1.629290904,1.588316359,1.25278627,-0.806626573,-0.812155202,-0.798521013,-0.820130606,-0.158389676,-0.843854969,-0.809799414,-0.834428769,-0.407741377,1.598636109,1.595993389,1.598014038,1.593446745,0.41160191,1.579548262,1.598014038,1.557365073,1.218543662
2021/10/6,AMZN,2.024679415,2.069047886,2.047669306,2.078683801,0.598343792,2.201086028,2.125821687,2.219991909,0.858445583,2.004425647,2.070369326,2.06078724,2.072513755,0.799994899,2.191259614,2.108692226,2.208799228,0.700890233,-0.643493355,-0.620372221,-0.59101344,-0.582794954,-0.292071815,-0.708687079,-0.768833858,-0.70172505,-0.474529184,2.01871767,2.063004831,2.046620179,2.088269805,0.356546196,2.185067014,2.102862484,2.221973817,0.639145964,2.014974861,2.057476984,2.031470765,2.060356715,0.430965358,2.193169043,2.12109539,2.193372583,0.794455832,2.015021514,2.077031418,2.108212082,2.062442568,1.462792983,2.196844248,2.123191978,2.196189966,0.741289225,2.047621021,1.273207389,1.606851947,1.606906986,1.606851947,1.60625631,-0.067090614,1.592355383,1.606851947,1.551686562,0.425473717,0.292156399,0.314733763,0.713853739,-0.574175822,1.04649021,0.86515545,1.570147156,-0.423318648,2.210931304,1.164011607,0.68032764,0.842053242,-0.271930186,1.297073338,0.943378237,0.979355477,-0.37210429,1.729402182,1.488594593,1.480924917,1.488594593,1.476918389,0.105617822,1.440107308,1.488594593,1.380240743,0.657258196,1.641576546,1.636493578,1.641601571,1.632664473,0.319550094,1.602051114,1.641601571,1.537181726,1.016251931,1.63571007,1.632209453,1.635673733,1.629860921,0.792037334,1.618352976,1.635673733,1.594020953,1.240540014,-0.832969906,-0.81620426,-0.798765451,-0.846291869,-0.156342636,-0.845501388,-0.814630789,-0.861473444,-0.407413686,1.606523934,1.604042944,1.605899975,1.602483139,0.367271081,1.588230294,1.605899975,1.56103843,1.197546163
2021/10/7,AMZN,2.097360528,2.068176465,2.047669306,2.078683801,0.55816565,2.200990261,2.125821687,2.219991909,0.860956072,2.070754011,2.062315717,2.031238602,2.072513755,0.442755227,2.190735116,2.108692226,2.208799228,0.716788183,-0.658869277,-0.660720388,-0.59101344,-0.609125585,-0.295692167,-0.705123528,-0.768833858,-0.630045427,-0.475720284,2.070385237,2.057767767,2.031897247,2.088269805,0.132315988,2.185203128,2.102862484,2.221973817,0.634887569,2.049899243,2.055830691,2.020216911,2.060356715,0.356457808,2.193263705,2.12109539,2.193372583,0.791566166,2.049914913,2.059513549,2.033502175,2.062442568,0.431748385,2.19558889,2.123191978,2.196189966,0.787357871,2.082016202,1.239110912,1.613991811,1.614044679,1.613991811,1.617599159,-0.046558691,1.601430574,1.613991811,1.565023527,0.375562668,0.128504392,0.289976581,0.713853739,-0.574175822,1.037634113,0.764717463,1.395391849,-0.423318648,1.7732677,1.00337725,0.618822107,0.67805014,-0.271930186,1.034147356,0.955303398,0.979355477,-0.37210429,1.74735867,1.500288882,1.489249633,1.500288882,1.487016189,0.398332327,1.449684589,1.500288882,1.391253304,0.646061559,1.651425555,1.64560129,1.651450841,1.644813685,0.457390446,1.61312789,1.651450841,1.552945525,0.970865907,1.642818165,1.64037588,1.642781725,1.639496568,0.813060606,1.627199303,1.642781725,1.607436692,1.203801246,-0.833286524,-0.820260696,-0.799452794,-0.846618452,-0.155015737,-0.846962379,-0.815653735,-0.86181905,-0.407032919,1.614120121,1.61189231,1.613494344,1.613260222,0.365494726,1.59704773,1.613494344,1.575574058,1.151542009
